,Drug_ID,Smiles,Selfies,MolLogP,MolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,TPSA,RingCount,NHOHCount,NOCount,HeavyAtomCount,NumValenceElectrons
283,CHEMBL776,CC(C)NCC(O)c1cc(O)cc(O)c1,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2],1.129,211.261,4,4,4,4,72.72,1,4,4,15,84
284,CHEMBL398440,Cc1cc(O)cc(C)c1Cl,[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][C][=C][Ring1][Branch2][Cl],2.662,156.612,1,1,2,0,20.23,1,1,1,10,54
285,CHEMBL45,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,[C][O][C][=C][C][=C][NH1][C][=C][Branch1][=Branch2][C][C][N][C][Branch1][C][C][=O][C][Ring1][O][=C][Ring1][#C],1.855,232.283,2,2,4,4,54.12,2,2,4,17,90
286,CHEMBL1200633,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,[C][C][C@H1][Branch1][C][C][C@H1][O][C@][Branch1][#Branch1][C][C][C@@H1][Ring1][=Branch1][C][C][C@@H1][C][C@@H1][Branch2][#Branch1][#Branch1][C][/C][=C][Branch1][C][\C][C@@H1][Branch2][Ring2][Branch2][O][C@H1][C][C@H1][Branch1][Ring1][O][C][C@@H1][Branch2][Ring1][Ring2][O][C@H1][C][C@H1][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][#Branch2][C@H1][Branch1][C][C][O][Ring2][Ring1][Ring2][C@@H1][Branch1][C][C][/C][=C][/C][=C][\C][O][C@@H1][C@H1][Branch1][C][O][C][Branch1][C][C][=C][C@@H1][Branch1][=Branch2][C][=Branch1][C][=O][O][Ring2][Ring2][#C][C@][Ring1][=C][Ring1][O][O][O][Ring2][Branch1][Branch2].[C][O][C@H1][C][C@H1][Branch2][#Branch1][=N][O][C@H1][C@H1][Branch1][C][C][O][C@@H1][Branch2][=Branch1][O][O][C@@H1][/C][Branch1][C][C][=C][/C][C@@H1][C][C@@H1][Branch2][Ring1][#Branch2][C][C@][Branch2][Ring1][C][C][C][C@H1][Branch1][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][O][Ring1][#Branch2][O][Ring1][#C][O][C][=Branch1][C][=O][C@@H1][C][=C][Branch1][C][C][C@@H1][Branch1][C][O][C@H1][O][C][/C][=Branch1][=Branch2][=C][\C][=C][\C@@H1][Ring2][Ring2][Branch1][C][C@@][Ring1][S][Ring1][#Branch2][O][C][C@@H1][Ring2][Ring2][S][O][C][O][C@@H1][Branch1][C][C][C@@H1][Ring2][Branch1][#Branch2][O],10.813,1736.185,28,6,28,15,340.12,14,6,28,123,694
287,CHEMBL18442,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,[C][=C][C][Branch2][Ring1][C][C][N][C][C][C][N][C][C][N][C][C][C][N][C][C][Ring1][=C][=C][C][=C][Ring2][Ring1][Branch1][C][N][C][C][C][N][C][C][N][C][C][C][N][C][C][Ring1][=C],0.416,502.796,8,6,8,4,78.66,3,6,8,36,206
288,CHEMBL2070241,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O,[C][C][C][C][C@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][N][C@H1][C][C][=Branch1][C][=O][N][C][C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][C][Ring2][Branch1][=N][=O],-0.439,1025.182,11,14,24,17,376.47,5,15,24,74,398
289,CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,[C][C@H1][C][N][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][N],2.589,195.693,1,1,2,0,12.03,2,1,1,13,70
290,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,[C][N][Branch1][C][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],3.819,274.795,2,0,3,5,16.13,2,0,2,19,100
291,CHEMBL908,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,[C][N][Branch1][C][C][C][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C],5.188,315.869,2,0,3,3,3.24,3,0,1,21,108
292,CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,[O][=C][C][Branch1][#C][C][C][S+1][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3.796,404.491,3,0,6,6,63.68,4,0,5,29,146
293,CHEMBL1201185,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,[C][C][Branch1][C][C][C@@H1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][S][S][C][C@@H1][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C@@H1][Branch1][C][C][O][N][C][Ring2][=Branch1][=Branch2][=O],0.822,1096.347,14,13,23,17,355.08,6,16,21,77,412
294,CHEMBL1106,NC1=NCC2c3ccccc3Cc3ccccc3N12,[N][C][=N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][C][Ring1][#C],2.467,249.317,3,1,3,0,41.62,4,2,3,19,94
295,CHEMBL312448,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,[C][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][C][C][=C][Ring1][O][C][C][=N][C][C][N][Ring1][Branch1],3.145,244.382,2,1,2,2,24.39,2,1,2,18,98
296,CHEMBL1002,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][=Branch2],1.306,239.315,4,4,4,4,72.72,1,4,4,17,96
297,CHEMBL592,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[C][N][C][C][C@][C][C][C][C][C@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C],3.08,257.377,2,1,2,0,23.47,4,1,2,19,102
298,CHEMBL19019,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,[O][=C][C][C][C@@][Branch1][C][O][C@H1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@@][Ring1][N][Branch1][N][C][C][N][Ring1][=N][C][C][C][C][Ring1][Ring1][C@H1][Ring2][Ring1][#Branch1][O][Ring1][N],1.525,341.407,5,2,5,2,70.0,6,2,5,25,132
299,CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,[C][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Ring1][#Branch2],2.135,328.412,4,4,5,8,95.58,2,5,5,24,128
300,CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,[C][C@][C][C][C@@H1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][Ring1][#C][C][C][C@@H1][Ring2][Ring1][C][O],3.609,272.388,2,2,2,0,40.46,4,2,2,20,108
301,CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,[C][O][C][=C][C][Branch1][C][N][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N],3.325,373.884,4,2,6,5,67.59,3,3,5,26,138
302,CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,[C][C][N][C][C][C][C][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2][O][C],0.557,341.433,5,2,8,6,101.73,2,3,7,23,128
303,CHEMBL1121,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,[C][S][C][C][C@H1][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Branch1][C][C][=C][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][O][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O],-1.329,1143.29,16,13,29,33,426.8,4,15,26,78,422
304,CHEMBL552659,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,[Cl].[Cl].[F][C][=C][C][=C][Branch2][Ring2][Ring2][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch1][N][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][=N],6.229,477.426,2,0,6,6,6.48,4,0,2,32,170
305,CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,[C][N][Branch1][C][C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][N][C][C@H1][C][O][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=C][Ring1][S][Ring1][=N],1.923,287.363,3,2,5,5,57.36,3,2,5,21,112
306,CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1],1.906,248.326,3,3,4,6,57.28,2,3,4,18,98
307,CHEMBL1097279,CSCCNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)(C(P(=O)([O-])[O-])(Cl)Cl)[O-])O)O)SCCC(F)(F)F,[C][S][C][C][N][C][=N][C][=Branch2][Branch1][N][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C][C][Branch2][Ring2][N][C][Branch2][Ring2][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][S][C][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O-1][O-1][Branch1][C][Cl][Cl][O-1][O][O][S][C][C][C][Branch1][C][F][Branch1][C][F][F],0.322,772.334,19,3,27,15,267.23,3,3,17,44,252
308,CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][=N][C][Branch1][C][Cl][=C][Ring2][Ring1][#Branch1],4.711,421.305,4,1,8,4,76.13,3,1,5,27,138
309,CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,[C][C][=N][O][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=C][Ring1][S][C],1.674,267.31,5,2,7,3,98.22,2,3,6,18,96
310,CHEMBL1544,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,[N][C@@H1][Branch2][Ring1][P][C][C][=C][C][Branch1][C][I][=C][Branch1][S][O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][Branch2][C][Branch1][C][I][=C][Ring1][P][C][=Branch1][C][=O][O],3.953,650.976,4,3,8,5,92.78,2,4,5,23,122
311,CHEMBL19236,COc1nc(C)nc(Cl)c1NC1=NCCN1,[C][O][C][=N][C][Branch1][C][C][=N][C][Branch1][C][Cl][=C][Ring1][Branch2][N][C][=N][C][C][N][Ring1][Branch1],0.818,241.682,6,2,7,2,71.43,2,2,6,16,86
312,CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,[C][N][Branch1][N][C][=N][C][=C][C][=Branch1][C][=O][NH1][Ring1][#Branch1][C][C][C][N][Branch2][Ring1][#Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][#Branch1],3.412,432.503,6,1,8,5,70.05,5,1,7,32,164
313,CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[C][C][C][C][C][=N][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][Ring1][P],4.777,428.54,5,1,7,7,87.13,5,1,7,32,164
314,CHEMBL1724,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],[C][N+1][Branch1][C][C][C][C][C][C][Branch2][Ring1][N][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Branch2].[Br-1],-0.291,420.347,3,1,5,4,46.53,3,1,4,26,140
315,CHEMBL778,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,[C][C][=C][C][=C][C][Branch1][N][C@H1][Branch1][C][C][C][=C][NH1][C][=N][Ring1][Branch1][=C][Ring1][=N][C],3.178,200.285,1,1,2,2,28.68,2,1,2,15,78
316,CHEMBL61006,CC(N)C(O)c1ccccc1,[C][C][Branch1][C][N][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],1.067,151.209,2,2,2,2,46.25,1,3,2,11,60
317,CHEMBL1706,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,[Cl].[C][=C][C][=C][C][Branch1][=Branch2][C][C][=N][C][C][N][Ring1][Branch1][=C][C][=C][C][Ring1][N][=C][Ring1][S],2.806,246.741,2,1,3,2,24.39,3,1,2,17,88
318,CHEMBL395429,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,[C][C][C@H1][Branch1][C][C][C@@H1][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][S][S][C][C@@H1][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][Ring2][Branch1][S][=O],-3.609,1007.207,15,12,26,17,399.53,3,16,24,69,382
319,CHEMBL345714,Cc1cnc(C(=O)O)c[n+]1[O-],[C][C][=C][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=N+1][Ring1][=Branch2][O-1],-0.278,154.125,3,1,5,1,77.13,1,1,5,11,58
320,CHEMBL936,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,[O][C][Branch1][N][C][C][C][N][C][C][C][C][C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],4.189,309.453,2,1,2,6,23.47,3,1,2,23,122
321,CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,[C][C][N][Branch1][Ring2][C][C][O][C][C][C][C][Branch1][C][C][N][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1],3.783,335.879,4,2,5,9,48.39,2,2,4,23,126
322,CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,[O][C][Branch1][#Branch2][C][C][N][C][C][C][C][Ring1][Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1],3.94,287.447,2,1,2,5,23.47,3,1,2,21,116
323,CHEMBL895,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][C@@H1][Branch1][C][O][C][C][C@@][Branch1][C][O][C@@H1][Branch1][Ring2][C][Ring1][=N][N][Branch1][Branch2][C][C][C][C][C][Ring1][Ring2][C][C][C@][Ring2][Ring1][Branch1][Ring2][Ring1][C][Ring1][=N],1.707,357.45,5,3,5,2,73.16,6,3,5,26,140
324,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C],2.002,299.802,4,2,6,7,67.59,1,3,5,20,112
325,CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,[C][C][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C@@H1][Ring1][Branch1][N][C][C][O][=N][O][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2][C][#N],3.632,404.47,7,2,7,7,104.2,4,2,7,30,154
326,CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,[C][C][Branch1][C][C][C][C][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][C][Ring1][O],4.738,279.855,1,0,2,5,3.24,2,0,1,19,106
327,CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=C][Ring1][#Branch2],0.452,266.341,4,3,5,8,84.58,1,4,5,19,106
328,CHEMBL524,COc1ccc(OC)c(C(O)C(C)N)c1,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][#Branch2][C][Branch1][C][O][C][Branch1][C][C][N][=C][Ring1][=N],1.084,211.261,4,2,4,4,64.71,1,3,4,15,84
329,CHEMBL297302,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,[O][=C][Branch2][Ring1][=C][C][C][C][N][C][C][C][Branch1][P][N][C][Branch1][C][O][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][C][Ring1][S][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],4.181,381.451,5,1,6,6,58.36,4,1,5,28,146
330,CHEMBL1223,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O-1].[K+1],-3.47,372.487,5,1,8,4,89.54,3,1,6,24,122
331,CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,[C][C][Branch1][C][C][C][=N][C][Branch2][=Branch1][Ring2][C][N][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][P][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][S][Ring1][Branch1][C][Branch1][C][C][C][=C][S][Ring2][Ring2][#C],5.905,720.962,9,4,13,17,145.78,4,4,11,50,268
332,CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][N][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],3.202,388.42,7,1,8,6,107.77,2,1,8,28,150
333,CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O],-1.98,267.245,9,4,9,2,139.54,3,5,9,19,102
334,CHEMBL2205807,Cc1ccc(-c2ccc(C)cn2)nc1,[C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=N][Ring1][#Branch1][N][=C][Ring1][=N],2.76,184.242,2,0,2,1,25.78,2,0,2,14,70
335,CHEMBL3301668,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,[C][C][C@H1][Branch1][C][C][C@@H1][N][C][=Branch1][C][=O][C@H1][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][C][C][S][C][C@@H1][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][Ring2][Branch1][S][=O],-2.501,988.179,13,10,24,18,362.51,3,13,23,69,382
336,CHEMBL768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,[C][O][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C],1.53,295.379,5,2,5,9,67.79,1,2,5,21,118
337,CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,[C][C][C][C][C][N][C][=Branch1][C][=N][N][/N][=C][/C][=C][NH1][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][O][Ring1][Branch2],2.815,301.394,3,4,6,7,85.29,2,4,6,22,118
